qid,domain,bertscore_dist,bertscore_gold,bertscore_para,bertscore_para_dist,bertscore_gold_percent,bertscore_para_percent,bertscore_dist_percent,bertscore_para_dist_percent,drop_bertscore_para_pp,drop_bertscore_dist_pp,drop_bertscore_para_dist_pp
GEO001,geography,0.9811404347419739,0.9999982118606567,0.4224774241447449,0.4224774241447449,99.99982118606567,42.24774241447449,98.11404347419739,42.24774241447449,-57.75207877159119,-1.8857777118682861,-57.75207877159119
GEO002,geography,0.9833335876464844,0.9833335876464844,0.9833335876464844,0.9833335876464844,98.33335876464844,98.33335876464844,98.33335876464844,98.33335876464844,0.0,0.0,0.0
GEO003,geography,0.9999985694885254,0.9999985694885254,0.9999985694885254,0.7266045808792114,99.99985694885254,99.99985694885254,99.99985694885254,72.66045808792114,0.0,0.0,-27.339398860931396
GEO004,geography,0.9999982118606567,0.7681841254234314,0.9999982118606567,0.9999982118606567,76.81841254234314,99.99982118606567,99.99982118606567,99.99982118606567,23.181408643722534,23.181408643722534,23.181408643722534
GEO005,geography,1.0000014305114746,1.0000014305114746,1.0000014305114746,1.0000014305114746,100.00014305114746,100.00014305114746,100.00014305114746,100.00014305114746,0.0,0.0,0.0
GEO006,geography,0.9999996423721313,0.9999996423721313,0.9999996423721313,0.9999996423721313,99.99996423721313,99.99996423721313,99.99996423721313,99.99996423721313,0.0,0.0,0.0
GEO007,geography,0.9999985694885254,0.9999985694885254,0.9060062766075134,0.9060062766075134,99.99985694885254,90.60062766075134,99.99985694885254,90.60062766075134,-9.399229288101196,0.0,-9.399229288101196
GEO008,geography,0.9999992847442627,0.9999992847442627,0.9999992847442627,0.9999992847442627,99.99992847442627,99.99992847442627,99.99992847442627,99.99992847442627,0.0,0.0,0.0
GEO009,geography,0.8829289078712463,0.8829289078712463,0.8829289078712463,0.9999992847442627,88.29289078712463,88.29289078712463,88.29289078712463,99.99992847442627,0.0,0.0,11.707037687301636
GEO010,geography,0.7140867710113525,1.0,0.7140867710113525,0.7140867710113525,100.0,71.40867710113525,71.40867710113525,71.40867710113525,-28.591322898864746,-28.591322898864746,-28.591322898864746
HIST001,history,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
HIST002,history,1.0000014305114746,1.0000014305114746,0.18381620943546295,0.18381620943546295,100.00014305114746,18.381620943546295,100.00014305114746,18.381620943546295,-81.61852210760117,0.0,-81.61852210760117
HIST003,history,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
HIST004,history,0.9999996423721313,0.9999996423721313,0.9999996423721313,0.9999996423721313,99.99996423721313,99.99996423721313,99.99996423721313,99.99996423721313,0.0,0.0,0.0
HIST005,history,1.0000014305114746,1.0000014305114746,1.0000014305114746,1.0000014305114746,100.00014305114746,100.00014305114746,100.00014305114746,100.00014305114746,0.0,0.0,0.0
HIST006,history,0.9999996423721313,0.9999996423721313,0.017055604606866837,0.017055604606866837,99.99996423721313,1.7055604606866837,99.99996423721313,1.7055604606866837,-98.29440377652645,0.0,-98.29440377652645
HIST007,history,1.0,0.8210055232048035,0.8210055232048035,1.0,82.10055232048035,82.10055232048035,100.0,100.0,0.0,17.899447679519653,17.899447679519653
HIST008,history,0.9999992847442627,0.9999992847442627,0.9999992847442627,0.9999992847442627,99.99992847442627,99.99992847442627,99.99992847442627,99.99992847442627,0.0,0.0,0.0
HIST009,history,1.0000014305114746,1.0000014305114746,1.0000014305114746,1.0000014305114746,100.00014305114746,100.00014305114746,100.00014305114746,100.00014305114746,0.0,0.0,0.0
HIST010,history,0.26290860772132874,0.26290860772132874,0.26290860772132874,0.26290860772132874,26.290860772132874,26.290860772132874,26.290860772132874,26.290860772132874,0.0,0.0,0.0
LIT001,literature,0.9065625071525574,1.0,0.9065625071525574,1.0,100.0,90.65625071525574,90.65625071525574,100.0,-9.343749284744263,-9.343749284744263,0.0
LIT002,literature,1.0000007152557373,0.839936375617981,0.839936375617981,1.0000007152557373,83.9936375617981,83.9936375617981,100.00007152557373,100.00007152557373,0.0,16.006433963775635,16.006433963775635
LIT003,literature,0.9324429631233215,1.0,0.9324429631233215,0.9324429631233215,100.0,93.24429631233215,93.24429631233215,93.24429631233215,-6.755703687667847,-6.755703687667847,-6.755703687667847
LIT004,literature,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
LIT005,literature,1.0000007152557373,1.0000007152557373,1.0000007152557373,0.7128069400787354,100.00007152557373,100.00007152557373,100.00007152557373,71.28069400787354,0.0,0.0,-28.719377517700195
