qid,domain,bertscore_dist,bertscore_gold,bertscore_para,bertscore_para_dist,bertscore_gold_percent,bertscore_para_percent,bertscore_dist_percent,bertscore_para_dist_percent,drop_bertscore_para_pp,drop_bertscore_dist_pp,drop_bertscore_para_dist_pp
GEO001,geography,0.19554296135902405,0.19554296135902405,0.1933847814798355,0.17290139198303223,19.554296135902405,19.33847814798355,19.554296135902405,17.290139198303223,-0.21581798791885376,0.0,-2.264156937599182
GEO002,geography,0.28389808535575867,0.9833314418792725,0.9999992847442627,0.9833314418792725,98.33314418792725,99.99992847442627,28.389808535575867,98.33314418792725,1.6667842864990234,-69.94333565235138,0.0
GEO003,geography,0.9999950528144836,0.9999950528144836,0.9999950528144836,0.9999950528144836,99.99950528144836,99.99950528144836,99.99950528144836,99.99950528144836,0.0,0.0,0.0
GEO004,geography,0.9999992847442627,0.9999992847442627,0.9999992847442627,0.9999992847442627,99.99992847442627,99.99992847442627,99.99992847442627,99.99992847442627,0.0,0.0,0.0
GEO005,geography,0.9999975562095642,0.9999975562095642,0.9999975562095642,0.9999975562095642,99.99975562095642,99.99975562095642,99.99975562095642,99.99975562095642,0.0,0.0,0.0
GEO006,geography,0.3901722729206085,0.999998927116394,0.999998927116394,0.999998927116394,99.9998927116394,99.9998927116394,39.01722729206085,99.9998927116394,0.0,-60.98266541957855,0.0
GEO007,geography,0.9999982118606567,0.9999982118606567,0.9999982118606567,0.9999982118606567,99.99982118606567,99.99982118606567,99.99982118606567,99.99982118606567,0.0,0.0,0.0
GEO008,geography,0.9999971985816956,0.9999971985816956,0.9999971985816956,0.9999971985816956,99.99971985816956,99.99971985816956,99.99971985816956,99.99971985816956,0.0,0.0,0.0
GEO009,geography,0.23705820739269257,0.5618036985397339,1.0000035762786865,0.4673890173435211,56.18036985397339,100.00035762786865,23.705820739269257,46.73890173435211,43.819987773895264,-32.47454911470413,-9.441468119621277
GEO010,geography,0.9999982118606567,0.9999982118606567,0.9999982118606567,0.9999982118606567,99.99982118606567,99.99982118606567,99.99982118606567,99.99982118606567,0.0,0.0,0.0
HIST001,history,1.0000014305114746,1.0000014305114746,1.0000014305114746,1.0000014305114746,100.00014305114746,100.00014305114746,100.00014305114746,100.00014305114746,0.0,0.0,0.0
