qid,domain,bertscore_dist,bertscore_gold,bertscore_para,bertscore_para_dist,bertscore_gold_percent,bertscore_para_percent,bertscore_dist_percent,bertscore_para_dist_percent,drop_bertscore_para_pp,drop_bertscore_dist_pp,drop_bertscore_para_dist_pp
GEO001,geography,-0.15152767300605774,-0.15152767300605774,-0.15152767300605774,-0.15152767300605774,-15.152767300605774,-15.152767300605774,-15.152767300605774,-15.152767300605774,0.0,0.0,0.0
GEO002,geography,0.027940409258008003,0.027940409258008003,0.027940409258008003,0.027940409258008003,2.7940409258008003,2.7940409258008003,2.7940409258008003,2.7940409258008003,0.0,0.0,0.0
GEO003,geography,-0.19018054008483887,-0.19018054008483887,-0.19018054008483887,-0.19018054008483887,-19.018054008483887,-19.018054008483887,-19.018054008483887,-19.018054008483887,0.0,0.0,0.0
GEO004,geography,-0.19439977407455444,-0.19439977407455444,-0.19439977407455444,-0.19439977407455444,-19.439977407455444,-19.439977407455444,-19.439977407455444,-19.439977407455444,0.0,0.0,0.0
GEO005,geography,-0.3477861285209656,-0.3477861285209656,-0.3477861285209656,-0.3477861285209656,-34.77861285209656,-34.77861285209656,-34.77861285209656,-34.77861285209656,0.0,0.0,0.0
GEO006,geography,0.044744208455085754,0.06320398300886154,0.06320398300886154,0.044744208455085754,6.320398300886154,6.320398300886154,4.474420845508575,4.474420845508575,0.0,-1.8459774553775787,-1.8459774553775787
GEO007,geography,-0.04134926199913025,-0.04134926199913025,-0.04134926199913025,-0.04134926199913025,-4.134926199913025,-4.134926199913025,-4.134926199913025,-4.134926199913025,0.0,0.0,0.0
GEO008,geography,-0.2748754918575287,-0.2748754918575287,-0.2748754918575287,-0.2748754918575287,-27.48754918575287,-27.48754918575287,-27.48754918575287,-27.48754918575287,0.0,0.0,0.0
GEO009,geography,-0.09266863763332367,-0.049775708466768265,-0.06269331276416779,-0.049775708466768265,-4.9775708466768265,-6.269331276416779,-9.266863763332367,-4.9775708466768265,-1.291760429739952,-4.2892929166555405,0.0
GEO010,geography,-0.2997772991657257,-0.2997772991657257,-0.2997772991657257,-0.2997772991657257,-29.97772991657257,-29.97772991657257,-29.97772991657257,-29.97772991657257,0.0,0.0,0.0
HIST001,history,0.3695327937602997,0.3695327937602997,0.3695327937602997,0.3695327937602997,36.95327937602997,36.95327937602997,36.95327937602997,36.95327937602997,0.0,0.0,0.0
HIST002,history,0.025356322526931763,-0.04842062294483185,-0.2777043282985687,-0.2777043282985687,-4.842062294483185,-27.770432829856873,2.5356322526931763,-27.770432829856873,-22.928370535373688,7.377694547176361,-22.928370535373688
HIST003,history,0.12118470668792725,0.12118470668792725,0.12118470668792725,0.12118470668792725,12.118470668792725,12.118470668792725,12.118470668792725,12.118470668792725,0.0,0.0,0.0
HIST004,history,0.17943735420703888,0.17943735420703888,0.17943735420703888,0.17943735420703888,17.943735420703888,17.943735420703888,17.943735420703888,17.943735420703888,0.0,0.0,0.0
HIST005,history,-0.05898016691207886,-0.05898016691207886,-0.05898016691207886,-0.05898016691207886,-5.898016691207886,-5.898016691207886,-5.898016691207886,-5.898016691207886,0.0,0.0,0.0
HIST006,history,0.28460052609443665,0.28460052609443665,-0.05696255341172218,-0.06333748251199722,28.460052609443665,-5.696255341172218,28.460052609443665,-6.333748251199722,-34.15630795061588,0.0,-34.79380086064339
HIST007,history,0.08978153765201569,0.08978153765201569,0.08978153765201569,0.08978153765201569,8.978153765201569,8.978153765201569,8.978153765201569,8.978153765201569,0.0,0.0,0.0
HIST008,history,0.0695086345076561,0.0695086345076561,0.0695086345076561,0.0695086345076561,6.95086345076561,6.95086345076561,6.95086345076561,6.95086345076561,0.0,0.0,0.0
HIST009,history,0.14702768623828888,0.14702768623828888,0.14702768623828888,0.14702768623828888,14.702768623828888,14.702768623828888,14.702768623828888,14.702768623828888,0.0,0.0,0.0
