qid,domain,bertscore_dist,bertscore_gold,bertscore_para,bertscore_para_dist,drop_bertscore_para_pp,drop_bertscore_dist_pp,drop_bertscore_para_dist_pp
GEO001,geography,-0.1515280306339264,-0.1515280306339264,-0.1515280306339264,-0.1515280306339264,0.0,0.0,0.0
GEO002,geography,0.027940409258008003,0.027940409258008003,0.027940409258008003,0.027940409258008003,0.0,0.0,0.0
GEO003,geography,-0.19018089771270752,-0.19018089771270752,-0.19018089771270752,-0.19018089771270752,0.0,0.0,0.0
GEO004,geography,-0.1943994164466858,-0.1943994164466858,-0.1943994164466858,-0.1943994164466858,0.0,0.0,0.0
GEO005,geography,-0.3477861285209656,-0.3477861285209656,-0.3477861285209656,-0.3477861285209656,0.0,0.0,0.0
GEO006,geography,0.044744208455085754,0.06320398300886154,0.044744208455085754,0.044744208455085754,-1.8459774553775787,-1.8459774553775787,-1.8459774553775787
GEO007,geography,-0.0413496159017086,-0.0413496159017086,-0.0413496159017086,-0.0413496159017086,0.0,0.0,0.0
GEO008,geography,-0.27487513422966003,-0.27487513422966003,-0.27487513422966003,-0.27487513422966003,0.0,0.0,0.0
GEO009,geography,-0.09266828745603561,-0.09266828745603561,-0.06269260495901108,-0.06269260495901108,2.9975682497024536,0.0,2.9975682497024536
GEO010,geography,-0.2997765839099884,-0.2997765839099884,-0.2997765839099884,-0.2997765839099884,0.0,0.0,0.0
HIST001,history,0.3695327937602997,0.3695327937602997,0.3695327937602997,0.3695327937602997,0.0,0.0,0.0
HIST002,history,-0.04842027276754379,-0.04842027276754379,-0.2777043282985687,-0.2777043282985687,-22.928405553102493,0.0,-22.928405553102493
HIST003,history,0.12118470668792725,0.12118470668792725,0.12118470668792725,0.12118470668792725,0.0,0.0,0.0
HIST004,history,0.17943735420703888,0.17943735420703888,0.17943735420703888,0.17943735420703888,0.0,0.0,0.0
HIST005,history,-0.05898016691207886,-0.05898016691207886,-0.05898016691207886,-0.05898016691207886,0.0,0.0,0.0
HIST006,history,0.28460052609443665,0.28460052609443665,-0.05696325749158859,-0.06333748251199722,-34.156378358602524,0.0,-34.79380086064339
HIST007,history,0.08978118747472763,0.08978118747472763,0.08978118747472763,0.08978118747472763,0.0,0.0,0.0
HIST008,history,0.06950827687978745,0.06950827687978745,0.06950827687978745,0.06950827687978745,0.0,0.0,0.0
HIST009,history,0.14702768623828888,0.14702768623828888,0.14702768623828888,0.14702768623828888,0.0,0.0,0.0
HIST010,history,-0.25895705819129944,-0.3096506595611572,-0.2735949158668518,-0.2735949158668518,3.605574369430542,5.069360136985779,3.605574369430542
LIT001,literature,0.03244216367602348,0.03244216367602348,0.03244216367602348,0.03244216367602348,0.0,0.0,0.0
LIT002,literature,0.08430752903223038,0.08430752903223038,0.08430752903223038,0.08430752903223038,0.0,0.0,0.0
LIT003,literature,0.02210334874689579,0.02210334874689579,0.02210334874689579,0.02210334874689579,0.0,0.0,0.0
LIT004,literature,-0.08734648674726486,-0.08734648674726486,-0.08734648674726486,-0.08734648674726486,0.0,0.0,0.0
LIT005,literature,-0.10176185518503189,-0.10176185518503189,-0.10176185518503189,-0.014889308251440525,0.0,0.0,8.687254693359137
LIT006,literature,0.1311788260936737,0.1311788260936737,0.1311788260936737,0.1311788260936737,0.0,0.0,0.0
LIT007,literature,0.07813990861177444,0.07813990861177444,0.11667200177907944,0.11667200177907944,3.8532093167304993,0.0,3.8532093167304993
